TauPt,LeadingTrackPt
135.230743408203,57.40625
117.195906906128,55.03125
44.5506900215149,44.78125
18.9063284683228,17.4375
76.9979177093506,77.375
43.4437237854004,19.703125
39.4564704895019,10.09375
23.2277783927918,13.2109375
63.418509552002,34.53125
55.5461769104004,28.359375
40.621939529419,20.625
48.377511680603,37.09375
45.2094306945801,18.4375
36.982339427948,5.91015625
60.5024051208496,30.15625
20.7940405426025,4.296875
45.9153102607727,33.34375
39.3942422180176,14.5234375
34.0848078155518,34.25
66.8890404891968,67.25
23.4356776657104,11
121.392443481445,37.3125
86.4495406951904,39.6875
33.1006865081787,18.5625
61.0546797180176,40.40625
25.4721697597504,12.7109375
117.216890823364,68.8125
33.5111034164429,3.9453125
108.434732803345,18.015625
99.0738143920899,32.9375
63.2211348571777,22.1875
59.3314618606567,26.46875
43.6921652297974,13.71875
28.2017683296204,24.625
120.649574279785,40.59375
81.1848416442871,38.8125
72.6230286026001,67.8125
18.1854616622925,11.359375
127.995391845703,18.859375
107.712852478027,45.75
69.740317565918,53.34375
29.8134536743164,7.47265625
62.0224304199219,59.34375
56.9855900192261,52.4375
45.7069584846497,45.9375
79.8756257400513,37.875
65.2409788818359,55.4375
31.2346305847168,13.1875
18.6054553985596,10.2109375
111.972806892395,112.5625
20.8532915840149,8.9296875
20.3358040332794,17.90625
84.8422574615478,83.875
67.5982452011108,67.9375
29.9552805900574,10.4375
27.9694050598145,24.515625
98.3711587142944,96.375
46.7080233650208,6.8984375
177.890229171753,51.09375
117.931938171387,27.578125
18.3624971542358,10.3203125
118.180826179504,34.40625
28.0994895057678,12.0859375
21.4021807384491,1.388671875
19.3021411895752,7.27734375
72.7649925231934,71.8125
23.9032567520142,10.0546875
20.3451568946838,18.828125
19.2145907897949,7.5078125
18.2410606002808,6.2578125
49.0925030250549,25.5
40.7347453536987,35.03125
24.259396194458,15.546875
151.060100875854,78.25
70.2417595062256,39.65625
34.2492911720276,34.40625
29.8533888587952,17.34375
19.5802249908447,4.68359375
195.537246704102,38.15625
97.0628648529053,24.234375
74.7242632598877,59.9375
46.976016998291,22.359375
46.1471684188843,20.359375
39.8657722473145,29.96875
25.7663104667664,14.0859375
315.654359527588,53.5625
224.591613769531,47.03125
138.422299957275,139.125
88.6164093017578,24.8125
64.469846786499,33.96875
36.3857172164917,24.578125
22.3861522693634,14.8046875
21.2685737609863,5.27734375
77.1488418579102,14.6796875
74.436969543457,64.5
53.3172106361389,33.90625
88.9261169433594,17.59375
71.0207202758789,45.34375
111.756137504578,112.3125
62.8508491516113,32.46875
27.8681406669617,11.71875
130.30812171936,131
30.6190466384888,15.9921875
26.5447877006531,16.625
20.7077827453613,9.1015625
18.2320134925842,9.1953125
109.906589874268,29.28125
52.0357084350586,21.171875
92.2384385681152,68.8125
28.4956073760986,3.48828125
52.4916967201233,52.75
23.9296112060547,8.59375
20.6943189125061,10.890625
152.8702006073,51.96875
141.85876663208,133
55.4615168609619,40.6875
39.1555444030762,22.578125
21.4752509765625,12.9609375
64.8209796905518,64.1875
23.8042930984497,14.6953125
68.3605754699707,53.1875
20.0104071044922,20.109375
18.8287944869995,6.78125
57.7314113273621,44.9375
30.7988848800659,1.4443359375
22.8932906074524,11.1328125
68.0305274200439,38.03125
49.340763092041,10.7421875
33.5218615112305,13.140625
22.4600368041992,13.21875
61.2711080245972,36.875
46.6230019187927,46.84375
28.4073352813721,6.1953125
21.6944508476257,10.0078125
166.304739685059,167.125
32.3290632019043,20.78125
20.8141079177856,10.375
18.5333885593414,11.8671875
136.886657623291,45.84375
126.572112007141,126.25
36.5206850967407,18.109375
70.5508029327392,38.53125
41.1983191871643,41.40625
67.7415679550171,68.0625
62.9894214477539,43.1875
33.2131507873535,20.6875
20.0276203155518,11.1171875
113.792221893311,60.4375
33.5379716949463,22.40625
18.8311507644653,15.015625
118.67297052002,66.625
45.428165435791,34.96875
75.806927696228,40
75.5445861816406,23.125
58.327087726593,38.5625
27.3075733184814,7.91015625
24.7617956123352,20.421875
147.881890182495,148.125
135.158000793457,26.5
21.5193697776794,8.328125
80.5526531677246,46.5625
24.5189167480469,13.4765625
166.827898101807,167.625
84.3573351593018,45.625
23.0432806720734,6.12890625
148.018648742676,58.3125
81.6558768463135,82.0625
22.9949626922607,11.8125
21.2288568840027,11.9296875
237.885770874023,239.125
32.913815284729,18.140625
31.972752986908,13.9375
18.2004795074463,6.375
72.2936396942139,52.40625
22.5336810436249,18.09375
706.160217285156,332.25
244.292701766968,168.75
28.8230702991486,18.234375
25.4279537200928,7.78125
62.6610043487549,38.53125
33.5784759521484,12.8671875
30.7283282184601,30.875
120.303291946411,114.25
27.9856206703186,11.25
81.4245448150635,54.875
61.1102027893067,41.84375
24.4301226959228,10.6171875
53.3751493225098,33.28125
24.3523082733154,5.90234375
124.835591445923,44.5625
36.0396245727539,27.015625
18.936071395874,6.30078125
48.4795060348511,42.21875
46.8900299072266,13.6875
75.673381652832,67.25
55.7878695487976,56.0625
27.3001434822083,12.7734375
245.391494750977,198.5
57.1059455871582,7.30859375
46.0227078475952,24.796875
25.5887917232513,25.71875
18.3909525032043,4.0703125
90.0737947692871,40.71875
33.2478981018066,16.03125
65.2213724517822,65.5625
43.3239479064941,25.40625
123.272999771118,53.96875
89.7454202575684,40.46875
118.601749954224,30.78125
133.616712463379,62.125
109.442719993591,110
66.0731285858154,30.875
26.493026348114,25.578125
26.2512187957764,9.0703125
176.179091308594,25.65625
81.8898751678467,68.4375
24.8689804077148,7.47265625
23.7721398887634,11.6328125
88.1501666870117,37.34375
21.0103831443787,8.765625
19.2289409637451,9.21875
156.839150024414,51.75
36.6008292312622,27.609375
133.401722106934,133.125
108.840278625488,101.9375
105.505846435547,44.875
52.5808219909668,24.875
18.644269947052,12.6640625
78.7450352935791,38.03125
56.3663514633179,28.828125
20.2810174102783,9.296875
55.4133024673462,39.375
46.9914800834656,34.9375
25.2798979568481,13.0625
23.8867301940918,9.8125
65.259882850647,65.5625
54.4493278656006,39.8125
19.0875072288513,9.9375
18.3474388122559,10.3984375
95.764428062439,59.65625
36.0683642501831,15.1328125
124.62991582489,56.9375
21.4278203392029,14.015625
129.291420913696,6.6171875
59.9896895370483,43.59375
98.9028701782227,70.3125
54.5536465644836,51.46875
50.3266067504883,10.75
34.6902566146851,18.359375
53.9439447250366,39.125
64.0875816726685,60.84375
40.4604415893555,6.33984375
90.8389632568359,42.96875
30.2409619636536,13.125
120.55665561676,118.9375
42.3122343635559,22.0625
35.6967712783813,35.875
62.8867378234863,37.1875
33.6988455734253,8.03125
18.5948257446289,4.1484375
91.9374874420166,51.34375
32.4584512329101,18.734375
152.940607772827,92
78.19728490448,58.15625
52.9828905258179,28.453125
48.2656038513184,17.625
19.1892185211182,12.53125
118.697364807129,54
103.019367370605,81.6875
39.7208552780151,14.515625
63.5820729064941,63.90625
60.4776878356934,21
28.4410729866028,10.78125
21.2448500213623,10.078125
66.5720190353393,44.3125
62.9311561584473,24.78125
33.3677177429199,18.046875
45.3817418479919,45.625
24.2371595821381,10.3984375
152.867563476563,153.625
29.0445652008057,26.90625
22.1444342422485,16.875
20.8164577484131,3.69921875
913.490051269531,301.75
105.55482170105,85.5625
26.8712368011475,9.453125
19.1717414855957,3.486328125
84.5410183410644,35.8125
19.4239775371552,17.859375
85.6576156616211,8.875
83.2875007629395,48.75
26.4111003875732,10.15625
210.7313621521,209.875
42.1332893371582,24.984375
29.1603804092407,12.9453125
195.300005218506,12.234375
90.7598322448731,47.46875
56.6538569641113,31.671875
44.3340950012207,25.359375
30.0139956474304,12.21875
18.0041255950928,8.375
169.651839385986,108.25
127.714007156372,73.1875
81.3645634460449,33.6875
23.268752746582,23.390625
97.1368631134033,61.78125
83.4889217834473,12.59375
58.4490572929382,58.75
51.5210160751343,28.703125
42.2020492553711,22.1875
106.430904083252,53.25
90.7848151016235,89.9375
75.6654968261719,26.546875
58.11155834198,31.3125
22.9785614013672,7.6484375
143.699203872681,144.375
54.5622987060547,18.890625
29.2466876449585,23.890625
52.9159898986817,25.125
51.5951622848511,32.0625
19.4468784332275,9.1015625
106.084492919922,58.6875
43.3774064712524,32.6875
29.927713394165,12.390625
29.1749075889587,16.453125
20.9072284698486,12.59375
48.2021484184265,48.4375
46.052256362915,13.9921875
43.416588218689,20.625
127.096931091309,88.3125
48.2326236419678,33.53125
123.868919372559,53.625
97.8737716217041,63.375
106.639722457886,67.125
74.3074587097168,53.3125
46.5037939910889,33.5625
37.6525726318359,9.46875
127.893551742554,111.75
56.384668258667,27.328125
31.9558791236877,15.3671875
168.803064804077,169.625
89.9339685058594,56.03125
25.4673318595886,17.4375
18.7323351764679,16.34375
64.672233581543,39.46875
30.0202485809326,12.671875
163.911118560791,43.75
75.6234742126465,45.375
39.6617444038391,39.875
32.5335873184204,14.953125
32.0264197006226,21.984375
29.9076408042908,12.03125
115.778011184692,45.875
32.6363156433105,24.1875
26.5543989334106,11.3203125
59.5749341964722,57.40625
32.2065238952637,16.734375
26.7419570846558,14.2265625
25.1812000274658,8.5390625
86.3305064697266,50.78125
79.6161880493164,17.375
46.5180058135986,38.46875
182.803678588867,170.875
64.9890030212403,27.171875
27.9519821720123,24.546875
114.513405784607,31.890625
75.0455703735352,20.703125
26.5206627197266,10.9609375
182.116382217407,183
137.134094238281,42.75
26.3685884227753,7.9296875
46.0637029266357,26.03125
40.5286171264648,28.4375
53.0898756408691,53.34375
33.4491546173096,19.6875
19.532444486618,17.1875
85.3679402618408,43.5625
83.6114543762207,59.625
59.3793640136719,19.40625
58.848842754364,51.65625
21.3225841522217,4.0625
99.8634857254028,41.625
70.9589309692383,15.46875
32.854118347168,16.921875
188.36198425293,104.5
43.0226020812988,40.40625
30.8397116394043,13.1796875
22.0015336074829,11.53125
73.8033779525757,51.5
64.9626007080078,22.078125
50.8661858444214,36.1875
35.0490286407471,12.53125
160.108733062744,64.4375
28.5692710876465,13.046875
124.804985046387,62.59375
33.2635843353272,16.953125
24.864936882019,5.21875
141.529174804688,41.5
61.0160236129761,40
53.5247192153931,20.25
