TauPt,LeadingTrackPt
87.3005539321899,87.75
36.090480255127,18.375
24.3112918624878,12.6875
77.1281379699707,77.5
52.0192744064331,52.28125
106.210381622314,44.5
35.2281265411377,21.9375
26.1091526756287,10.3125
19.0604445762634,9.6953125
102.256808441162,54.28125
98.1503540802002,54.28125
49.5438613891602,29.484375
38.3561254653931,15.359375
26.9115073661804,16.09375
69.0906564331055,53.03125
40.6537170410156,4.7734375
32.0666785869598,1.64453125
20.93739610672,10.3359375
144.856717300415,145.625
45.9766683349609,29.8125
37.7883738861084,25.3125
64.9432666778564,40.375
52.4885501480103,52.75
36.3992434501648,18.46875
19.4397361717224,9.578125
120.702515960693,45.15625
43.491210067749,22.3125
88.9893775482178,83.375
32.7114287033081,17.28125
27.0495894470215,11.1640625
21.9984283447266,9.125
82.2314300537109,55.03125
43.554744720459,24.6875
35.0602755355835,33.84375
25.1716804389954,10.734375
127.099354515076,127.75
31.7122173309326,19.921875
27.0138055324554,27.15625
73.2667208480835,73.625
37.120434463501,17.234375
23.8948294143677,14.5625
113.719072883606,87.4375
25.9445552825928,1.2724609375
25.8856325111389,20.703125
58.9134480667114,59.21875
27.0396347503662,11.671875
23.8775621986389,9.078125
122.907987030029,61.28125
29.0712833404541,5.98046875
25.9408321380615,15.25
25.088426410675,22.09375
105.545711273193,79.4375
104.877833251953,62.8125
34.0101827468872,18.828125
32.4703861236572,12.109375
23.8995918579102,16.765625
77.5224158706665,62.46875
51.5172360534668,19.09375
45.1530479240418,43.03125
24.171076084137,17.265625
76.4619966430664,11.859375
50.6407456016541,50.90625
44.5802116394043,42.03125
37.9472767868042,14.53125
139.246167251587,80.8125
46.5465163040161,45.65625
38.9646590652466,21.859375
174.693812652588,75.875
61.554997253418,61.875
73.2401514816284,65.875
43.0139770507813,38.6875
37.9188346862793,19.8125
33.8535995483398,20.1875
19.9032071228027,10.4609375
80.2106845550537,62.71875
53.4013561935425,26.90625
45.2300745277405,33.65625
226.814971923828,226.875
156.635995407105,157.375
74.4995989379883,64.875
39.4559237289429,18.734375
49.9897505760193,47.34375
38.6635598754883,38.84375
27.4371124744415,25.90625
55.0959387207031,55.375
27.8870210456848,26.5625
20.9103948554993,14.484375
66.9185173034668,67.25
25.8891296386719,6.69921875
24.1636767311096,14.1953125
18.1767004547119,8.34375
131.31619770813,117.125
127.488125076294,128.125
23.9468997173309,6.68359375
20.9286598434448,10.4609375
68.0943311157227,37.90625
49.4897774620056,30.796875
37.2776641769409,24.71875
55.8580620193481,51.34375
18.6377940216064,11.6953125
60.9120944976807,61.21875
30.2647473182678,16.421875
23.386475982666,9.8984375
179.15764793396,180
87.0041122436524,35.4375
50.3978047027588,32.125
53.987297744751,53.65625
44.401957359314,16.703125
29.8186492919922,4.31640625
24.4470119094849,10.671875
52.1453995285034,35.09375
23.2152099609375,7.21484375
18.1605014801025,3.115234375
57.8331840744019,34.09375
132.825182037354,133.5
32.7148633422852,14.171875
66.0525810699463,49.09375
43.9372219238281,24.546875
36.8019532470703,16.40625
